FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
6.019947, 0.288729, 1.285436, 1.132843, 2.367465, 1.151749, 1.234203
5.495522, 0.427360, 1.481366, 1.048789, 2.032156, 0.870881, 0.933211
4.704004, 0.270881, 1.136906, 0.871880, 1.765287, 0.870135, 0.929931
4.911291, 0.330199, 1.197103, 0.927691, 1.823064, 0.898282, 0.963433
4.728293, 0.277074, 1.160990, 0.875176, 1.760112, 0.871768, 0.932015
4.815639, 0.338247, 1.208859, 0.886904, 1.783552, 0.874470, 0.936324
4.722681, 0.271439, 1.139218, 0.873231, 1.764448, 0.885851, 0.945784
4.761375, 0.337197, 1.202557, 0.870855, 1.753500, 0.871817, 0.934463
4.762675, 0.268683, 1.143552, 0.905289, 1.766659, 0.887028, 0.947175
4.779996, 0.339032, 1.210977, 0.879465, 1.752723, 0.874967, 0.936831
4.693901, 0.267558, 1.134089, 0.873342, 1.754733, 0.870631, 0.931737
5.162501, 0.341414, 1.209449, 0.879863, 2.029164, 0.979000, 1.044025
4.706116, 0.270971, 1.139900, 0.877814, 1.755856, 0.870850, 0.932546
4.770336, 0.334427, 1.202008, 0.875836, 1.754365, 0.875323, 0.938127
5.050429, 0.263179, 1.139038, 0.884753, 1.835860, 1.131137, 1.190778
4.769711, 0.337501, 1.201504, 0.877258, 1.751417, 0.877228, 0.939532
4.703734, 0.268835, 1.137121, 0.870462, 1.767022, 0.869420, 0.929129
4.783171, 0.338738, 1.207186, 0.877658, 1.760287, 0.875887, 0.938040
4.900504, 0.272728, 1.155820, 0.873665, 1.891761, 0.915380, 0.979258
4.872144, 0.358112, 1.258515, 0.896945, 1.777589, 0.877043, 0.939095
4.794117, 0.269851, 1.139297, 0.875875, 1.828853, 0.889614, 0.950092
4.805823, 0.348918, 1.217025, 0.887616, 1.763765, 0.874964, 0.937417
4.731368, 0.267924, 1.134306, 0.871833, 1.792168, 0.870244, 0.933061
