FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
2.683544, 0.344457, 0.776763, 0.431248, 0.971076, 0.427933, 0.504457
2.576593, 0.342550, 0.772817, 0.434611, 0.864010, 0.430077, 0.505155
2.655492, 0.425485, 0.851080, 0.427567, 0.868931, 0.433657, 0.507914
2.674184, 0.436301, 0.862743, 0.431033, 0.868101, 0.432417, 0.512307
2.587247, 0.353589, 0.783738, 0.431160, 0.866882, 0.429908, 0.505467
2.663965, 0.355747, 0.788100, 0.434250, 0.859248, 0.426867, 0.582367
2.579354, 0.347538, 0.773032, 0.434777, 0.864557, 0.431818, 0.506988
2.670092, 0.430304, 0.859803, 0.433677, 0.864656, 0.430681, 0.511956
2.582057, 0.344130, 0.773524, 0.433866, 0.868728, 0.429989, 0.505939
2.580756, 0.343077, 0.771355, 0.432642, 0.867960, 0.433418, 0.508799
2.657774, 0.344882, 0.777350, 0.429624, 0.943383, 0.430897, 0.507417
2.609508, 0.350872, 0.779650, 0.432675, 0.875400, 0.447280, 0.521783
2.663893, 0.429887, 0.862087, 0.427818, 0.867607, 0.427907, 0.506381
2.671863, 0.436056, 0.861534, 0.435925, 0.861593, 0.433918, 0.512811
2.581601, 0.349117, 0.774996, 0.431144, 0.859939, 0.436574, 0.515522
2.907129, 0.391542, 0.819008, 0.502703, 0.991163, 0.437451, 0.594255
2.621064, 0.355653, 0.788433, 0.434603, 0.879170, 0.439946, 0.518858
2.686812, 0.429661, 0.869952, 0.434350, 0.873994, 0.427310, 0.508516
2.564527, 0.344665, 0.770409, 0.427876, 0.860064, 0.430300, 0.506178
2.587903, 0.343179, 0.779768, 0.434376, 0.864739, 0.433570, 0.509020
2.667088, 0.345216, 0.774051, 0.443940, 0.938990, 0.432361, 0.510107
2.810817, 0.345709, 0.778503, 0.452170, 1.003201, 0.486766, 0.576943
2.861015, 0.465239, 0.929689, 0.482547, 0.947204, 0.427159, 0.501575
