FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.273882, 0.000928, 0.054345, 0.056660, 0.109184, 0.053334, 0.053693
0.269951, 0.000930, 0.054161, 0.053377, 0.108766, 0.053335, 0.053647
0.269993, 0.000926, 0.054073, 0.053450, 0.108758, 0.053362, 0.053712
0.270052, 0.000970, 0.054275, 0.053737, 0.108034, 0.053639, 0.054006
0.270553, 0.000942, 0.054107, 0.053479, 0.109100, 0.053533, 0.053867
0.273436, 0.000930, 0.054093, 0.053455, 0.108964, 0.056567, 0.056924
0.270280, 0.000969, 0.054229, 0.053440, 0.109016, 0.053298, 0.053595
0.272955, 0.000961, 0.054229, 0.053475, 0.111587, 0.053323, 0.053664
0.273203, 0.000930, 0.057604, 0.053392, 0.108587, 0.053288, 0.053620
0.274930, 0.000929, 0.055928, 0.053521, 0.111816, 0.053335, 0.053665
0.271077, 0.000932, 0.054511, 0.053479, 0.109333, 0.053357, 0.053754
0.270317, 0.000961, 0.054192, 0.053663, 0.108728, 0.053386, 0.053734
0.270648, 0.000932, 0.054098, 0.053440, 0.109466, 0.053320, 0.053644
0.272494, 0.000927, 0.054108, 0.053503, 0.111131, 0.053353, 0.053752
0.275428, 0.000928, 0.054118, 0.056728, 0.109514, 0.054666, 0.055068
0.273809, 0.000932, 0.057668, 0.053527, 0.108587, 0.053638, 0.054027
0.274145, 0.000974, 0.054211, 0.057004, 0.109139, 0.053440, 0.053791
0.274543, 0.000932, 0.054134, 0.053546, 0.109700, 0.056789, 0.057163
0.273535, 0.000931, 0.054097, 0.053425, 0.112285, 0.053349, 0.053728
0.273422, 0.000973, 0.057661, 0.053399, 0.108736, 0.053334, 0.053626
0.276928, 0.000955, 0.055695, 0.058019, 0.109442, 0.053373, 0.053772
0.270126, 0.000940, 0.054081, 0.053508, 0.108872, 0.053324, 0.053665
0.271365, 0.000928, 0.054200, 0.053424, 0.109118, 0.054231, 0.054623
