FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.364353, 0.095916, 0.143189, 0.048656, 0.103205, 0.049317, 0.069303
0.363306, 0.096449, 0.145292, 0.048441, 0.098188, 0.050798, 0.071385
0.352452, 0.092985, 0.138291, 0.049814, 0.097895, 0.046510, 0.066452
0.388110, 0.119452, 0.166839, 0.048553, 0.100290, 0.050053, 0.072428
0.358254, 0.089481, 0.137759, 0.050327, 0.098559, 0.049701, 0.071609
0.358510, 0.094917, 0.142789, 0.046511, 0.101926, 0.047375, 0.067284
0.352682, 0.092138, 0.138952, 0.053935, 0.093954, 0.045575, 0.065841
0.355999, 0.092729, 0.138007, 0.053354, 0.095971, 0.048426, 0.068667
0.392836, 0.125210, 0.172602, 0.047290, 0.102027, 0.047592, 0.070917
0.345043, 0.092331, 0.137665, 0.045788, 0.094701, 0.045582, 0.066889
0.357309, 0.094678, 0.140137, 0.049844, 0.097215, 0.048190, 0.070113
0.361319, 0.094683, 0.143023, 0.049061, 0.103331, 0.045609, 0.065904
0.355462, 0.092712, 0.140467, 0.047905, 0.099315, 0.045652, 0.067775
0.393511, 0.123115, 0.168448, 0.045954, 0.104166, 0.049357, 0.074943
0.369157, 0.098276, 0.146843, 0.048745, 0.098552, 0.053556, 0.075017
0.362499, 0.093548, 0.143361, 0.047966, 0.100686, 0.050079, 0.070486
0.356341, 0.096400, 0.141771, 0.045936, 0.101424, 0.046948, 0.067210
0.355996, 0.092910, 0.139250, 0.045744, 0.102502, 0.048553, 0.068500
0.384426, 0.117323, 0.163595, 0.049754, 0.096951, 0.050585, 0.074126
0.352143, 0.092962, 0.139826, 0.045896, 0.096667, 0.048563, 0.069754
0.360039, 0.099269, 0.144607, 0.048041, 0.096762, 0.050010, 0.070629
0.361382, 0.092073, 0.141805, 0.048053, 0.100864, 0.049500, 0.070660
0.349092, 0.092756, 0.139203, 0.047756, 0.093908, 0.047782, 0.068225
