FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.008673, 0.000029, 0.001445, 0.001459, 0.004317, 0.001442, 0.001452
0.008628, 0.000029, 0.001454, 0.001419, 0.004317, 0.001429, 0.001438
0.008595, 0.000030, 0.001438, 0.001413, 0.004306, 0.001429, 0.001438
0.009751, 0.000029, 0.001446, 0.001471, 0.005151, 0.001671, 0.001683
0.010092, 0.000035, 0.001685, 0.001695, 0.005015, 0.001685, 0.001697
0.010024, 0.000035, 0.001631, 0.001672, 0.005030, 0.001680, 0.001691
0.010240, 0.000034, 0.001692, 0.001690, 0.005164, 0.001683, 0.001694
0.010047, 0.000036, 0.001706, 0.001644, 0.005027, 0.001659, 0.001670
0.010077, 0.000034, 0.001701, 0.001713, 0.004988, 0.001663, 0.001675
0.009946, 0.000035, 0.001698, 0.001690, 0.005013, 0.001536, 0.001545
0.008675, 0.000030, 0.001450, 0.001450, 0.004332, 0.001434, 0.001443
0.009358, 0.000029, 0.001447, 0.001430, 0.004615, 0.001855, 0.001866
0.010037, 0.000035, 0.001689, 0.001643, 0.005033, 0.001662, 0.001672
0.009321, 0.000034, 0.001704, 0.001679, 0.004506, 0.001422, 0.001432
0.008610, 0.000029, 0.001444, 0.001449, 0.004278, 0.001429, 0.001439
0.008640, 0.000031, 0.001455, 0.001424, 0.004316, 0.001436, 0.001445
0.008609, 0.000030, 0.001448, 0.001411, 0.004297, 0.001442, 0.001453
0.010315, 0.000030, 0.001910, 0.001696, 0.005019, 0.001679, 0.001690
0.010054, 0.000033, 0.001677, 0.001661, 0.005034, 0.001671, 0.001682
0.010067, 0.000036, 0.001685, 0.001654, 0.005037, 0.001680, 0.001691
0.010306, 0.000034, 0.001711, 0.001890, 0.005043, 0.001651, 0.001662
0.010043, 0.000037, 0.001695, 0.001645, 0.005016, 0.001674, 0.001687
0.010053, 0.000034, 0.001688, 0.001657, 0.005028, 0.001669, 0.001680
