FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.492407, 0.005991, 0.099111, 0.097354, 0.194215, 0.099914, 0.101727
0.495978, 0.006418, 0.102230, 0.098868, 0.196156, 0.095576, 0.098724
0.491420, 0.005885, 0.096606, 0.094792, 0.200958, 0.097568, 0.099064
0.502877, 0.005952, 0.100422, 0.099605, 0.201341, 0.097846, 0.101509
0.501421, 0.005958, 0.102564, 0.094916, 0.204013, 0.098432, 0.099928
0.471686, 0.005931, 0.096539, 0.091591, 0.186301, 0.094118, 0.097255
0.467896, 0.005889, 0.096528, 0.091759, 0.186777, 0.091345, 0.092832
0.489912, 0.007049, 0.102740, 0.091705, 0.195003, 0.096715, 0.100464
0.490929, 0.006785, 0.100861, 0.095815, 0.191966, 0.100483, 0.102287
0.481120, 0.006792, 0.105006, 0.095598, 0.186029, 0.091426, 0.094487
0.482906, 0.005791, 0.096528, 0.091579, 0.196053, 0.097250, 0.098746
0.495521, 0.005982, 0.103516, 0.096077, 0.198530, 0.094299, 0.097398
0.469774, 0.005855, 0.099540, 0.091422, 0.185915, 0.091432, 0.092897
0.486923, 0.005961, 0.104807, 0.096031, 0.189064, 0.093941, 0.097021
0.482724, 0.005799, 0.096461, 0.094266, 0.190640, 0.099910, 0.101357
0.496149, 0.005881, 0.103250, 0.102081, 0.191870, 0.095864, 0.098948
0.493359, 0.005821, 0.098954, 0.097705, 0.197029, 0.098156, 0.099671
0.497470, 0.005982, 0.100365, 0.098972, 0.193899, 0.101182, 0.104234
0.499106, 0.005816, 0.101866, 0.097843, 0.198103, 0.099836, 0.101294
0.480408, 0.005997, 0.105727, 0.094378, 0.185956, 0.091293, 0.094347
0.506388, 0.005845, 0.100716, 0.099058, 0.204519, 0.100619, 0.102095
0.508280, 0.005912, 0.100988, 0.099529, 0.203404, 0.100829, 0.104359
0.481125, 0.005994, 0.103315, 0.098853, 0.186037, 0.091475, 0.092920
0.496041, 0.005874, 0.096576, 0.100132, 0.195331, 0.100926, 0.104002
0.500783, 0.006753, 0.101398, 0.099495, 0.206647, 0.091657, 0.093243
0.505321, 0.006135, 0.104148, 0.099178, 0.200368, 0.098164, 0.101627
0.494704, 0.006795, 0.101022, 0.096919, 0.202384, 0.092880, 0.094379
0.481421, 0.005961, 0.098665, 0.093480, 0.190503, 0.095580, 0.098773
0.489668, 0.006056, 0.096792, 0.096095, 0.198269, 0.097029, 0.098512
0.493942, 0.006057, 0.098927, 0.096283, 0.196840, 0.098749, 0.101892
0.505482, 0.005902, 0.099591, 0.096915, 0.209111, 0.098154, 0.099865
0.479480, 0.006927, 0.098204, 0.091503, 0.187772, 0.098436, 0.102001
0.503136, 0.006702, 0.100330, 0.097503, 0.204151, 0.099431, 0.101152
0.496660, 0.006398, 0.101810, 0.101235, 0.199355, 0.091229, 0.094260
0.495331, 0.006494, 0.104531, 0.099335, 0.194070, 0.095939, 0.097395
0.500082, 0.006601, 0.107194, 0.098131, 0.198946, 0.092750, 0.095811
0.506905, 0.005812, 0.099198, 0.101455, 0.205001, 0.099800, 0.101251
0.499053, 0.005968, 0.103461, 0.096981, 0.201667, 0.093912, 0.096944
0.476602, 0.005835, 0.096621, 0.091712, 0.190639, 0.095826, 0.097630
0.500391, 0.006613, 0.099718, 0.095530, 0.200511, 0.101549, 0.104632
0.500428, 0.005814, 0.101610, 0.094175, 0.205561, 0.097628, 0.099082
0.505006, 0.005944, 0.101049, 0.097418, 0.207003, 0.095962, 0.099536
0.502776, 0.006027, 0.099274, 0.100615, 0.202086, 0.099091, 0.100801
0.502429, 0.006861, 0.102239, 0.099329, 0.201410, 0.095873, 0.099451
0.502577, 0.006469, 0.100008, 0.099110, 0.203704, 0.098286, 0.099755
0.512830, 0.005911, 0.104314, 0.101448, 0.203441, 0.100548, 0.103627
0.504528, 0.005796, 0.098727, 0.099696, 0.204997, 0.099406, 0.101108
0.507391, 0.006363, 0.099624, 0.096053, 0.206096, 0.102052, 0.105618
0.470572, 0.006447, 0.097121, 0.091780, 0.186987, 0.092977, 0.094684
0.486836, 0.006611, 0.105360, 0.095950, 0.185918, 0.096547, 0.099608
0.499622, 0.005784, 0.105357, 0.095048, 0.199009, 0.098736, 0.100208
0.494650, 0.005919, 0.100828, 0.101857, 0.193235, 0.095653, 0.098730
0.484204, 0.005792, 0.100230, 0.097434, 0.190549, 0.094462, 0.095991
0.470949, 0.006020, 0.099323, 0.091368, 0.185997, 0.091226, 0.094261
0.496606, 0.006758, 0.106081, 0.096289, 0.194463, 0.098320, 0.099773
0.494856, 0.006901, 0.099031, 0.096666, 0.195893, 0.099740, 0.103266
0.497740, 0.005812, 0.099976, 0.097406, 0.206223, 0.092675, 0.094135
0.468747, 0.005943, 0.096604, 0.091425, 0.185644, 0.091502, 0.095074
0.476175, 0.006860, 0.105133, 0.091990, 0.186148, 0.091437, 0.092904
0.486976, 0.005903, 0.101748, 0.096322, 0.194539, 0.091291, 0.094367
0.501033, 0.005822, 0.103556, 0.096841, 0.203498, 0.095446, 0.097138
0.516527, 0.006877, 0.101437, 0.102261, 0.209008, 0.100232, 0.103821
0.507881, 0.005808, 0.102414, 0.097591, 0.207292, 0.099110, 0.100584
0.493505, 0.005950, 0.101125, 0.096245, 0.193190, 0.099415, 0.102945
0.499883, 0.006715, 0.099401, 0.101152, 0.197206, 0.100443, 0.102124
0.508183, 0.007019, 0.102327, 0.101549, 0.201422, 0.099852, 0.102885
0.501232, 0.005814, 0.100748, 0.095518, 0.204753, 0.098763, 0.100213
0.509026, 0.007098, 0.104790, 0.100082, 0.199730, 0.100872, 0.104424
0.469830, 0.006502, 0.099894, 0.091644, 0.185575, 0.091247, 0.092717
0.494919, 0.005942, 0.096718, 0.096232, 0.205922, 0.093009, 0.096047
