FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.323564, 0.001600, 0.065461, 0.070127, 0.126910, 0.060408, 0.061066
0.324816, 0.001856, 0.062300, 0.065694, 0.133162, 0.063282, 0.063660
0.302552, 0.001158, 0.063767, 0.054919, 0.121872, 0.061442, 0.061994
0.310839, 0.001144, 0.060980, 0.057854, 0.123752, 0.067504, 0.068253
0.324543, 0.002113, 0.068442, 0.056649, 0.133724, 0.065361, 0.065728
0.297649, 0.001009, 0.058759, 0.056699, 0.118563, 0.063266, 0.063628
0.301715, 0.001632, 0.061878, 0.058164, 0.123076, 0.058084, 0.058597
0.300715, 0.001022, 0.062271, 0.060638, 0.118818, 0.058566, 0.058988
0.328298, 0.002006, 0.059386, 0.068055, 0.119405, 0.080169, 0.081452
0.309234, 0.002060, 0.073529, 0.058387, 0.118485, 0.058311, 0.058833
0.330037, 0.001163, 0.061997, 0.059741, 0.148842, 0.058881, 0.059457
0.294791, 0.001191, 0.056531, 0.060439, 0.119130, 0.058089, 0.058691
0.289940, 0.001345, 0.057431, 0.057778, 0.117980, 0.056360, 0.056751
0.295027, 0.001038, 0.061655, 0.059203, 0.115718, 0.058106, 0.058451
0.291043, 0.000972, 0.063421, 0.056787, 0.113205, 0.057091, 0.057630
0.286336, 0.001186, 0.059388, 0.056824, 0.113504, 0.056302, 0.056620
0.282845, 0.000985, 0.054096, 0.056886, 0.111283, 0.060216, 0.060580
0.299940, 0.000992, 0.064327, 0.056218, 0.125870, 0.053212, 0.053525
0.290547, 0.000969, 0.057239, 0.060967, 0.116854, 0.055033, 0.055487
0.292673, 0.000982, 0.059388, 0.057735, 0.119734, 0.055405, 0.055816
0.308882, 0.001560, 0.063590, 0.059448, 0.122880, 0.062481, 0.062964
0.320227, 0.002022, 0.065989, 0.063536, 0.125653, 0.064697, 0.065049
0.303253, 0.000992, 0.067817, 0.060679, 0.117525, 0.056786, 0.057232
