FT, P2S1OT, P2S1, P1S1, P2S2, P1S2OT, P1S2
0.281590, 0.000991, 0.055423, 0.059953, 0.109343, 0.056513, 0.056871
0.298882, 0.000990, 0.060923, 0.059178, 0.119399, 0.058999, 0.059382
0.289647, 0.001026, 0.059076, 0.060032, 0.116566, 0.053651, 0.053973
0.281073, 0.000989, 0.053859, 0.053515, 0.114757, 0.058514, 0.058942
0.294685, 0.001209, 0.061632, 0.055922, 0.120235, 0.056529, 0.056896
0.288783, 0.001003, 0.057462, 0.059737, 0.114063, 0.057153, 0.057521
0.288134, 0.001025, 0.057557, 0.058348, 0.116120, 0.055739, 0.056109
0.289437, 0.001000, 0.057471, 0.059959, 0.114771, 0.056836, 0.057236
0.280966, 0.001045, 0.058626, 0.056075, 0.112862, 0.053025, 0.053403
0.284649, 0.001005, 0.057538, 0.054096, 0.111646, 0.061011, 0.061369
0.291874, 0.001021, 0.060216, 0.059847, 0.117246, 0.054115, 0.054565
0.294051, 0.001199, 0.058188, 0.057595, 0.118188, 0.059669, 0.060080
0.299354, 0.001800, 0.060574, 0.056991, 0.121448, 0.059947, 0.060341
0.285703, 0.001022, 0.056839, 0.056794, 0.115014, 0.056712, 0.057056
0.284656, 0.000990, 0.057973, 0.056187, 0.116463, 0.053603, 0.054033
0.291495, 0.001105, 0.055959, 0.060098, 0.115063, 0.059994, 0.060375
0.296305, 0.001024, 0.060241, 0.059878, 0.122642, 0.053211, 0.053544
0.292678, 0.000988, 0.059744, 0.056873, 0.115669, 0.059980, 0.060392
0.289639, 0.000989, 0.057566, 0.059016, 0.119142, 0.053512, 0.053915
0.288766, 0.000995, 0.060089, 0.054149, 0.115136, 0.058952, 0.059392
0.284588, 0.001242, 0.057187, 0.056298, 0.114172, 0.056581, 0.056931
0.291859, 0.000995, 0.057293, 0.057651, 0.114805, 0.061652, 0.062110
0.290335, 0.001252, 0.060555, 0.058049, 0.115687, 0.055670, 0.056044
